
=== Setup ===

=== Availability: 삼성전자 CFS ===
company=삼성전자 | bsns_year=2026 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=013 | message=조회된 데이타가 없습니다. | row_count=0
company=삼성전자 | bsns_year=2025 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=229
company=삼성전자 | bsns_year=2024 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=213
company=삼성전자 | bsns_year=2023 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=176
company=삼성전자 | bsns_year=2022 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=185
company=삼성전자 | bsns_year=2021 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=186

=== Availability: 삼성전자 OFS ===
company=삼성전자 | bsns_year=2026 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=013 | message=조회된 데이타가 없습니다. | row_count=0
company=삼성전자 | bsns_year=2025 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=141
company=삼성전자 | bsns_year=2024 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=131
company=삼성전자 | bsns_year=2023 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=115
company=삼성전자 | bsns_year=2022 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=114
company=삼성전자 | bsns_year=2021 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=116

=== Availability: LG전자 CFS ===
company=LG전자 | bsns_year=2026 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=013 | message=조회된 데이타가 없습니다. | row_count=0
company=LG전자 | bsns_year=2025 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=271
company=LG전자 | bsns_year=2024 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=203
company=LG전자 | bsns_year=2023 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=202
company=LG전자 | bsns_year=2022 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=247
company=LG전자 | bsns_year=2021 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=247

=== Availability: LG전자 OFS ===
company=LG전자 | bsns_year=2026 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=013 | message=조회된 데이타가 없습니다. | row_count=0
company=LG전자 | bsns_year=2025 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=161
company=LG전자 | bsns_year=2024 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=137
company=LG전자 | bsns_year=2023 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=138
company=LG전자 | bsns_year=2022 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=156
company=LG전자 | bsns_year=2021 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=154

=== Availability: 대한항공 CFS ===
company=대한항공 | bsns_year=2026 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=013 | message=조회된 데이타가 없습니다. | row_count=0
company=대한항공 | bsns_year=2025 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=364
company=대한항공 | bsns_year=2024 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=335
company=대한항공 | bsns_year=2023 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=277
company=대한항공 | bsns_year=2022 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=291
company=대한항공 | bsns_year=2021 | report_code=11011 | report_label=사업보고서 | fs_div=CFS | status=000 | message=정상 | row_count=297

=== Availability: 대한항공 OFS ===
company=대한항공 | bsns_year=2026 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=013 | message=조회된 데이타가 없습니다. | row_count=0
company=대한항공 | bsns_year=2025 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=236
company=대한항공 | bsns_year=2024 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=290
company=대한항공 | bsns_year=2023 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=284
company=대한항공 | bsns_year=2022 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=235
company=대한항공 | bsns_year=2021 | report_code=11011 | report_label=사업보고서 | fs_div=OFS | status=000 | message=정상 | row_count=246

=== Account Matching Results ===
company=삼성전자 | corp_code=00126380 | year=2025 | fs_div=CFS | standardized_account=자산총계 | current name-based match=yes | current matched account_nm=자산총계 | current matched account_id=ifrs-full_Assets | account_id-based match=yes | account_id matched account_nm=자산총계 | account_id matched account_id=ifrs-full_Assets | sj_nm=재무상태표 | thstrm_amount=566942110000000 | ord=7 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2024 | fs_div=CFS | standardized_account=매출원가 | current name-based match=yes | current matched account_nm=매출원가 | current matched account_id=ifrs-full_CostOfSales | account_id-based match=yes | account_id matched account_nm=매출원가 | account_id matched account_id=ifrs-full_CostOfSales | sj_nm=손익계산서 | thstrm_amount=186562268000000 | ord=10 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2024 | fs_div=CFS | standardized_account=매출총이익 | current name-based match=yes | current matched account_nm=매출총이익 | current matched account_id=ifrs-full_GrossProfit | account_id-based match=yes | account_id matched account_nm=매출총이익 | account_id matched account_id=ifrs-full_GrossProfit | sj_nm=손익계산서 | thstrm_amount=114308635000000 | ord=16 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2024 | fs_div=CFS | standardized_account=영업이익 | current name-based match=yes | current matched account_nm=영업이익 | current matched account_id=dart_OperatingIncomeLoss | account_id-based match=yes | account_id matched account_nm=영업이익 | account_id matched account_id=dart_OperatingIncomeLoss | sj_nm=손익계산서 | thstrm_amount=32725961000000 | ord=6 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2024 | fs_div=CFS | standardized_account=당기순이익 | current name-based match=yes | current matched account_nm=당기순이익 | current matched account_id=ifrs-full_ProfitLoss | account_id-based match=yes | account_id matched account_nm=당기순이익 | account_id matched account_id=ifrs-full_ProfitLoss | sj_nm=손익계산서 | thstrm_amount=34451351000000 | ord=18 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2024 | fs_div=CFS | standardized_account=영업활동현금흐름 | current name-based match=yes | current matched account_nm=영업활동현금흐름 | current matched account_id=ifrs-full_CashFlowsFromUsedInOperatingActivities | account_id-based match=yes | account_id matched account_nm=영업활동현금흐름 | account_id matched account_id=ifrs-full_CashFlowsFromUsedInOperatingActivities | sj_nm=현금흐름표 | thstrm_amount=72982621000000 | ord=35 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2024 | fs_div=CFS | standardized_account=투자활동현금흐름 | current name-based match=yes | current matched account_nm=투자활동현금흐름 | current matched account_id=ifrs-full_CashFlowsFromUsedInInvestingActivities | account_id-based match=yes | account_id matched account_nm=투자활동현금흐름 | account_id matched account_id=ifrs-full_CashFlowsFromUsedInInvestingActivities | sj_nm=현금흐름표 | thstrm_amount=-85381702000000 | ord=16 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2024 | fs_div=CFS | standardized_account=재무활동현금흐름 | current name-based match=yes | current matched account_nm=재무활동현금흐름 | current matched account_id=ifrs-full_CashFlowsFromUsedInFinancingActivities | account_id-based match=yes | account_id matched account_nm=재무활동현금흐름 | account_id matched account_id=ifrs-full_CashFlowsFromUsedInFinancingActivities | sj_nm=현금흐름표 | thstrm_amount=-7797243000000 | ord=9 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2023 | fs_div=CFS | standardized_account=자산총계 | current name-based match=yes | current matched account_nm=자산총계 | current matched account_id=ifrs-full_Assets | account_id-based match=yes | account_id matched account_nm=자산총계 | account_id matched account_id=ifrs-full_Assets | sj_nm=재무상태표 | thstrm_amount=455905980000000 | ord=7 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2023 | fs_div=CFS | standardized_account=부채총계 | current name-based match=yes | current matched account_nm=부채총계 | current matched account_id=ifrs-full_Liabilities | account_id-based match=yes | account_id matched account_nm=부채총계 | account_id matched account_id=ifrs-full_Liabilities | sj_nm=재무상태표 | thstrm_amount=92228115000000 | ord=52 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2023 | fs_div=CFS | standardized_account=자본총계 | current name-based match=yes | current matched account_nm=자본총계 | current matched account_id=ifrs-full_Equity | account_id-based match=yes | account_id matched account_nm=자본총계 | account_id matched account_id=ifrs-full_Equity | sj_nm=재무상태표 | thstrm_amount=363677865000000 | ord=29 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2023 | fs_div=CFS | standardized_account=매출액 | current name-based match=yes | current matched account_nm=영업수익 | current matched account_id=ifrs-full_Revenue | account_id-based match=yes | account_id matched account_nm=영업수익 | account_id matched account_id=ifrs-full_Revenue | sj_nm=손익계산서 | thstrm_amount=258935494000000 | ord=24 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2023 | fs_div=CFS | standardized_account=매출원가 | current name-based match=yes | current matched account_nm=매출원가 | current matched account_id=ifrs-full_CostOfSales | account_id-based match=yes | account_id matched account_nm=매출원가 | account_id matched account_id=ifrs-full_CostOfSales | sj_nm=손익계산서 | thstrm_amount=180388580000000 | ord=10 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2023 | fs_div=CFS | standardized_account=매출총이익 | current name-based match=yes | current matched account_nm=매출총이익 | current matched account_id=ifrs-full_GrossProfit | account_id-based match=yes | account_id matched account_nm=매출총이익 | account_id matched account_id=ifrs-full_GrossProfit | sj_nm=손익계산서 | thstrm_amount=78546914000000 | ord=16 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2023 | fs_div=CFS | standardized_account=영업이익 | current name-based match=yes | current matched account_nm=영업이익 | current matched account_id=dart_OperatingIncomeLoss | account_id-based match=yes | account_id matched account_nm=영업이익 | account_id matched account_id=dart_OperatingIncomeLoss | sj_nm=손익계산서 | thstrm_amount=6566976000000 | ord=6 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2023 | fs_div=CFS | standardized_account=당기순이익 | current name-based match=yes | current matched account_nm=당기순이익(손실) | current matched account_id=ifrs-full_ProfitLoss | account_id-based match=yes | account_id matched account_nm=당기순이익(손실) | account_id matched account_id=ifrs-full_ProfitLoss | sj_nm=손익계산서 | thstrm_amount=15487100000000 | ord=18 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2023 | fs_div=CFS | standardized_account=영업활동현금흐름 | current name-based match=yes | current matched account_nm=영업활동현금흐름 | current matched account_id=ifrs-full_CashFlowsFromUsedInOperatingActivities | account_id-based match=yes | account_id matched account_nm=영업활동현금흐름 | account_id matched account_id=ifrs-full_CashFlowsFromUsedInOperatingActivities | sj_nm=현금흐름표 | thstrm_amount=44137427000000 | ord=34 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2023 | fs_div=CFS | standardized_account=투자활동현금흐름 | current name-based match=yes | current matched account_nm=투자활동현금흐름 | current matched account_id=ifrs-full_CashFlowsFromUsedInInvestingActivities | account_id-based match=yes | account_id matched account_nm=투자활동현금흐름 | account_id matched account_id=ifrs-full_CashFlowsFromUsedInInvestingActivities | sj_nm=현금흐름표 | thstrm_amount=-16922817000000 | ord=15 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2023 | fs_div=CFS | standardized_account=재무활동현금흐름 | current name-based match=yes | current matched account_nm=재무활동현금흐름 | current matched account_id=ifrs-full_CashFlowsFromUsedInFinancingActivities | account_id-based match=yes | account_id matched account_nm=재무활동현금흐름 | account_id matched account_id=ifrs-full_CashFlowsFromUsedInFinancingActivities | sj_nm=현금흐름표 | thstrm_amount=-8593059000000 | ord=9 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2022 | fs_div=CFS | standardized_account=자산총계 | current name-based match=yes | current matched account_nm=자산총계 | current matched account_id=ifrs-full_Assets | account_id-based match=yes | account_id matched account_nm=자산총계 | account_id matched account_id=ifrs-full_Assets | sj_nm=재무상태표 | thstrm_amount=448424507000000 | ord=21 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2022 | fs_div=CFS | standardized_account=부채총계 | current name-based match=yes | current matched account_nm=부채총계 | current matched account_id=ifrs-full_Liabilities | account_id-based match=yes | account_id matched account_nm=부채총계 | account_id matched account_id=ifrs-full_Liabilities | sj_nm=재무상태표 | thstrm_amount=93674903000000 | ord=43 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2022 | fs_div=CFS | standardized_account=자본총계 | current name-based match=yes | current matched account_nm=자본총계 | current matched account_id=ifrs-full_Equity | account_id-based match=yes | account_id matched account_nm=자본총계 | account_id matched account_id=ifrs-full_Equity | sj_nm=재무상태표 | thstrm_amount=354749604000000 | ord=54 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2022 | fs_div=CFS | standardized_account=매출액 | current name-based match=yes | current matched account_nm=수익(매출액) | current matched account_id=ifrs-full_Revenue | account_id-based match=yes | account_id matched account_nm=수익(매출액) | account_id matched account_id=ifrs-full_Revenue | sj_nm=손익계산서 | thstrm_amount=302231360000000 | ord=0 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2022 | fs_div=CFS | standardized_account=매출원가 | current name-based match=yes | current matched account_nm=매출원가 | current matched account_id=ifrs-full_CostOfSales | account_id-based match=yes | account_id matched account_nm=매출원가 | account_id matched account_id=ifrs-full_CostOfSales | sj_nm=손익계산서 | thstrm_amount=190041770000000 | ord=1 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2022 | fs_div=CFS | standardized_account=매출총이익 | current name-based match=yes | current matched account_nm=매출총이익 | current matched account_id=ifrs-full_GrossProfit | account_id-based match=yes | account_id matched account_nm=매출총이익 | account_id matched account_id=ifrs-full_GrossProfit | sj_nm=손익계산서 | thstrm_amount=112189590000000 | ord=2 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2022 | fs_div=CFS | standardized_account=영업이익 | current name-based match=yes | current matched account_nm=영업이익 | current matched account_id=dart_OperatingIncomeLoss | account_id-based match=yes | account_id matched account_nm=영업이익 | account_id matched account_id=dart_OperatingIncomeLoss | sj_nm=손익계산서 | thstrm_amount=43376630000000 | ord=4 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2022 | fs_div=CFS | standardized_account=당기순이익 | current name-based match=yes | current matched account_nm=당기순이익(손실) | current matched account_id=ifrs-full_ProfitLoss | account_id-based match=yes | account_id matched account_nm=당기순이익(손실) | account_id matched account_id=ifrs-full_ProfitLoss | sj_nm=손익계산서 | thstrm_amount=55654077000000 | ord=13 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2022 | fs_div=CFS | standardized_account=영업활동현금흐름 | current name-based match=yes | current matched account_nm=영업활동 현금흐름 | current matched account_id=ifrs-full_CashFlowsFromUsedInOperatingActivities | account_id-based match=yes | account_id matched account_nm=영업활동 현금흐름 | account_id matched account_id=ifrs-full_CashFlowsFromUsedInOperatingActivities | sj_nm=현금흐름표 | thstrm_amount=62181346000000 | ord=0 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2022 | fs_div=CFS | standardized_account=투자활동현금흐름 | current name-based match=yes | current matched account_nm=투자활동 현금흐름 | current matched account_id=ifrs-full_CashFlowsFromUsedInInvestingActivities | account_id-based match=yes | account_id matched account_nm=투자활동 현금흐름 | account_id matched account_id=ifrs-full_CashFlowsFromUsedInInvestingActivities | sj_nm=현금흐름표 | thstrm_amount=-31602804000000 | ord=9 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2022 | fs_div=CFS | standardized_account=재무활동현금흐름 | current name-based match=yes | current matched account_nm=재무활동 현금흐름 | current matched account_id=ifrs-full_CashFlowsFromUsedInFinancingActivities | account_id-based match=yes | account_id matched account_nm=재무활동 현금흐름 | account_id matched account_id=ifrs-full_CashFlowsFromUsedInFinancingActivities | sj_nm=현금흐름표 | thstrm_amount=-19390049000000 | ord=30 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2021 | fs_div=CFS | standardized_account=자산총계 | current name-based match=yes | current matched account_nm=자산총계 | current matched account_id=ifrs-full_Assets | account_id-based match=yes | account_id matched account_nm=자산총계 | account_id matched account_id=ifrs-full_Assets | sj_nm=재무상태표 | thstrm_amount=426621158000000 | ord=21 | classification=both match same row
company=삼성전자 | corp_code=00126380 | year=2021 | fs_div=CFS | standardized_account=부채총계 | current name-based match=yes | current matched account_nm=부채총계 | current matched account_id=ifrs-full_Liabilities | account_id-based match=yes | account_id matched account_nm=부채총계 | account_id matched account_id=ifrs-full_Liabilities | sj_nm=재무상태표 | thstrm_amount=121721227000000 | ord=43 | classification=both match same row
